x,"Well folks , now I'm I 'm going to show you something else that ",happens,False," when you change the temperature , and that's that 's where these balloons come in . 
"
x,"Oh my gosh , eight balloons into this little container here , I bet you 're wondering r- how that ",happened,False," . 
"
x,"I mean , it — that's that 's just kinda how it ",happens,False," , you know , because he kinda has to tell you ... 
"
x,"You remember the last time , that's that 's what ",happened,False," . 
"
x,It was not very hard to explain what really ,happened,False," , he thought . 
"
x,There was some horrible fate impending for Sonia and I had to kill her before something worse ,happened,False," . 
"
x,"“ Robert , this sort of thing never ",happened,False," in San Francisco . ” 
"
x,""" What ",happened,False," ? Did your dog eat it ? "" he said , making a joke . 
"
x,"Well I think that’s that ’s a pretty good question ; I don’t do n’t see why it should , I mean there ",happens,False," to be no other military alliance remotely comparable — if there happened to be one I’d I ’d be opposed to that too . 
"
x,"You mean , how did we manage to make it all ",happen ,False,"so quickly , right ? :) 
"
x,And then in 2010 we just ... I don't do n't know what ,happened,False," . 
"
x,What goes through your head when that ,happens,False," ? 
"
x,I turned to Whitman to find some understanding of what is ,happening,False," in the world right now . 
"
x,""" Had it ",happened,False," an hour later it would have been much worse , "" Khaled Al-Maeena , editor at large at the Saudi Gazette , said . 
"
x,""" Had it ",happened,False," five hours earlier or four hours earlier , I think the death toll would have been more than a thousand . "" 
"
x,The stampede at Islam's Islam 's most holy site ,happened,False," at Jamarat Bridge , during an event where pebbles are thrown at a pillar to represent the stoning of Satan as part of the final rites of the Hajj . 
"
x,Although no one knows what ,happened,False," to the Olmec after about 400 BCE , in part because the jungle reclaimed many of their cities , their culture was the base upon which the Maya and the Aztec built . 
"
x,So really I was just very very overwhelmed and anxious so it took a few days for me to really process what ,happened,False," . 
"
,"Anyway , you don't do n't have a choice on how you get there , unless you ",happen ,False,"to own an aeroplane . 
"
x,This ,happens,False," when you question ( or at least seem to question ) their appearance , intelligence , athletic abilities , or anything else relating to their self-image . 
"
